CODICE_SCUOLA,M_Docenti,F_Docenti,Tot_Docenti,M_Supplenti,F_Supplenti,Tot_Supplenti,M_ATA,F_ATA,Tot_ATA
SARI037506,54,56,110,3,8,11,0,0,0
CHMM83101C,16,37,53,6,11,17,4,24,28
TESD01000D,12,11,23,1,5,6,2,5,7
UDEE84002N,2,25,27,0,1,1,4,21,25
VAEE84701L,5,61,66,0,17,17,12,14,26
LUMM844013,2,19,21,0,6,6,3,29,32
COEE83403V,3,70,73,1,14,15,4,25,29
NAMM8FY018,8,25,33,4,8,12,13,14,27
RMTD19000N,19,47,66,3,3,6,5,18,23
FRMM857012,5,20,25,3,5,8,6,19,25
SOEE803032,2,45,47,0,6,6,9,9,18
BGEE885042,2,28,30,1,7,8,3,19,22
GREE82503T,3,41,44,2,5,7,7,21,28
BOPS02001E,42,78,120,1,3,4,8,26,34
SPMM80501C,8,29,37,0,3,3,6,21,27
PEPS03000N,38,86,124,2,1,3,6,26,32
AVMM70301T,38,86,124,2,1,3,6,26,32
SVMM820011,7,26,33,3,7,10,4,21,25
BNMM813015,4,19,23,1,3,4,5,15,20
PZEE84807L,1,52,53,1,6,7,9,17,26
ALMM808038,9,25,34,3,3,6,5,25,30
CAMM824016,8,28,36,1,10,11,10,22,32
VVMM818042,13,27,40,0,6,6,11,15,26
FEEE811012,3,78,81,2,17,19,8,25,33
MEEE89105N,2,28,30,0,3,3,11,10,21
MSMM80901P,12,39,51,6,19,25,6,27,33
CTMM8A201L,11,35,46,5,12,17,5,17,22
MIPS15000V,24,45,69,1,2,3,9,12,21
AVEE852066,3,53,56,1,14,15,2,24,26
MEMM835025,13,23,36,2,5,7,10,17,27
ARTD001017,23,64,87,6,17,23,2,19,21
NOEE82402G,1,80,81,1,27,28,7,25,32
FIEE848032,6,46,52,3,6,9,7,17,24
CREE81301V,4,62,66,2,14,16,6,32,38
MTTF012019,68,77,145,0,2,2,15,27,42
APEE82703X,1,34,35,0,8,8,5,30,35
ALEE81303R,1,63,64,0,14,14,9,20,29
CSRI01401X,45,75,120,8,14,22,24,16,40
TOMM8AP01T,8,32,40,1,11,12,10,32,42
BIMM802027,9,19,28,2,3,5,6,22,28
PDEE86001B,1,37,38,0,9,9,7,11,18
VIMM822011,15,40,55,6,8,14,7,19,26
PGEE026005,0,87,87,0,14,14,6,22,28
NOMM81001G,5,25,30,3,4,7,4,21,25
NOMM819012,17,37,54,6,8,14,20,28,48
LIEE819033,4,79,83,2,20,22,8,23,31
PGMM848022,17,53,70,2,15,17,8,19,27
TPMM84001R,18,51,69,9,15,24,9,10,19
SVEE80106T,3,27,30,0,5,5,5,17,22
VRTD13000D,18,68,86,0,1,1,9,18,27
TOSL01000C,43,82,125,2,21,23,11,13,24
VTMM80902E,8,16,24,2,3,5,4,14,18
CTTD01301T,40,49,89,4,8,12,13,18,31
PZMM874063,12,27,39,2,3,5,3,27,30
CEEE80804V,2,78,80,0,15,15,14,23,37
RCRA01401V,31,83,114,5,24,29,19,13,32
UDMM81203D,4,26,30,0,4,4,5,29,34
PZEE880016,0,39,39,0,10,10,5,14,19
VRTA01201N,110,152,262,23,55,78,21,43,64
RMMM05300D,8,23,31,1,0,1,0,0,0
BGEE875018,2,70,72,0,16,16,3,24,27
SIEE81801C,7,34,41,4,7,11,0,20,20
BSEE88401G,3,64,67,2,8,10,11,19,30
SAEE8AM05G,1,17,18,0,3,3,6,12,18
TOTA044026,78,123,201,19,45,64,22,41,63
VRMM84001V,7,39,46,1,11,12,7,29,36
PZMM864039,8,24,32,0,4,4,6,21,27
CHEE07202T,6,78,84,0,28,28,4,24,28
CNRI00201A,28,67,95,2,19,21,10,24,34
AQMM83401E,9,34,43,2,6,8,13,19,32
BGEE86806A,3,62,65,1,10,11,4,25,29
BSEE88302R,7,92,99,2,25,27,14,22,36
SOEE81903G,1,58,59,0,9,9,7,19,26
NURA01802G,1,58,59,0,9,9,7,19,26
PDMM85702G,11,23,34,0,3,3,5,21,26
SSEE812019,2,50,52,1,18,19,7,16,23
CREE804014,3,48,51,0,13,13,5,25,30
PEEE816021,1,29,30,0,6,6,3,14,17
NARI097013,35,82,117,5,25,30,18,11,29
SAEE832055,2,20,22,0,4,4,5,12,17
GERI01101X,34,65,99,1,15,16,10,18,28
SAEE8A1021,2,24,26,0,3,3,8,11,19
PCMM80901E,12,40,52,0,10,10,1,35,36
TAEE86801R,2,71,73,1,35,36,8,18,26
VVEE833034,4,39,43,2,8,10,14,16,30
CREE82803P,8,65,73,4,17,21,2,28,30
TOEE896032,3,68,71,1,22,23,5,24,29
MEEE87603D,2,61,63,1,16,17,13,17,30
ATEE80105N,1,45,46,0,12,12,10,26,36
TOMM8A6012,6,24,30,1,11,12,3,28,31
BARM042015,52,69,121,2,8,10,18,18,36
VARI01701E,111,107,218,11,28,39,25,29,54
SAEE8AZ02G,4,56,60,2,15,17,7,25,32
BNEE722014,4,56,60,2,15,17,7,25,32
SRRC00401X,38,50,88,8,8,16,16,17,33
RMEE87301Q,6,62,68,1,20,21,2,27,29
PZEE88901L,6,62,68,1,20,21,2,27,29
CTMM806019,5,13,18,2,2,4,8,9,17
TPEE82006T,2,67,69,1,14,15,11,11,22
PAEE03700E,8,62,70,4,18,22,6,13,19
BSMM849017,12,33,45,6,6,12,10,21,31
MIEE8FB03V,5,73,78,4,11,15,2,29,31
CTEE043009,5,73,78,4,11,15,2,29,31
VEEE83003Q,6,55,61,3,8,11,5,18,23
PRMM833018,5,28,33,3,3,6,6,25,31
PREE839029,1,46,47,0,7,7,10,27,37
BSTF03701L,120,124,244,1,3,4,49,35,84
CHEE82507C,1,46,47,0,6,6,3,27,30
RMTD07101C,66,62,128,10,22,32,12,25,37
PVEE802031,5,72,77,4,21,25,2,31,33
SAEE8AU02C,2,39,41,1,7,8,11,10,21
NAEE8CU027,1,71,72,1,26,27,12,8,20
UDMM84601E,12,30,42,3,5,8,2,29,31
LCEE81901C,3,69,72,1,16,17,3,28,31
BSEE80606G,3,38,41,1,4,5,6,23,29
VIEE86304B,2,71,73,0,15,15,11,25,36
TRRH00701N,51,167,218,15,64,79,10,35,45
BSEE86202Q,4,51,55,1,7,8,4,26,30
PAMM81601C,13,36,49,5,5,10,19,8,27
PAMM8AR01X,12,18,30,1,7,8,12,14,26
VAEE85501G,5,44,49,2,8,10,2,18,20
CLEE02501Q,2,59,61,0,21,21,11,9,20
SAMM866013,5,18,23,1,2,3,10,11,21
PDEE884021,7,54,61,1,11,12,7,19,26
LEMM00600E,13,61,74,1,9,10,7,10,17
PRPS05000E,38,99,137,5,20,25,6,27,33
LUEE82501P,1,35,36,0,11,11,2,17,19
RMEE8DZ042,3,83,86,0,28,28,11,24,35
ENMM818031,28,45,73,4,8,12,12,15,27
CHMM82201N,5,16,21,1,4,5,4,14,18
ALSL004019,30,77,107,5,9,14,9,22,31
CHMM826011,10,12,22,3,2,5,1,16,17
BAMM897013,2,25,27,1,5,6,8,19,27
REEE85404G,5,94,99,1,28,29,9,30,39
VAMM84501X,7,36,43,2,8,10,6,18,24
VVMM81301Q,14,28,42,3,4,7,16,10,26
FEEE81802T,5,57,62,2,13,15,3,33,36
PDMM89302P,11,39,50,3,3,6,10,34,44
CHTF01201P,71,92,163,3,9,12,23,24,47
RMEE8CK01D,7,90,97,3,24,27,6,22,28
ANEE81802D,2,79,81,2,27,29,7,24,31
CSEE19000L,4,41,45,1,12,13,13,11,24
GEEE839012,2,67,69,0,15,15,5,27,32
COMM84101V,10,38,48,4,6,10,7,22,29
MIMM89702Q,23,57,80,13,19,32,11,24,35
VVPC04000D,6,21,27,1,5,6,24,7,31
PGPS003011,32,55,87,8,19,27,7,13,20
LERA021504,80,87,167,18,24,42,0,0,0
FOEE701013,80,87,167,18,24,42,0,0,0
ALEE80806C,4,53,57,0,10,10,5,25,30
SITF020002,76,105,181,5,17,22,12,35,47
PIMM824015,7,23,30,2,5,7,6,19,25
AVRH016025,64,76,140,11,28,39,25,20,45
MSMM807024,4,17,21,0,6,6,2,13,15
GREE816011,5,35,40,4,3,7,5,19,24
FOPS010006,45,72,117,2,1,3,13,26,39
VATD22000N,26,50,76,6,8,14,7,18,25
NARH17050R,39,102,141,6,37,43,23,20,43
MIEE8AG02X,9,81,90,3,27,30,9,21,30
MSEE815035,2,47,49,1,16,17,3,22,25
SSSD027012,37,94,131,11,30,41,8,22,30
GETF01701Q,37,51,88,9,13,22,12,33,45
APRC00301A,25,60,85,3,15,18,5,20,25
RMRC03301A,30,70,100,13,25,38,7,20,27
NATD05000B,36,54,90,0,4,4,5,16,21
VIEE84005Q,3,63,66,1,17,18,11,23,34
PAEE8A002G,2,65,67,1,27,28,11,13,24
NOPS040011,32,103,135,8,21,29,9,22,31
MCRI01051P,53,60,113,8,24,32,9,25,34
CEMM822011,8,15,23,5,3,8,9,9,18
SAEE890077,1,35,36,0,9,9,9,11,20
BNMM842037,6,35,41,0,3,3,7,14,21
CTMM858012,8,54,62,4,11,15,8,17,25
VRMM81301E,13,46,59,1,14,15,12,33,45
LIMM09601A,13,46,59,1,14,15,12,33,45
TPMM70501L,13,46,59,1,14,15,12,33,45
BGPS03401E,39,87,126,3,4,7,5,29,34
VAEE836049,1,48,49,0,10,10,5,16,21
CSMM857013,11,18,29,2,5,7,6,11,17
VIMM813016,8,45,53,1,11,12,6,28,34
VREE832011,0,48,48,0,13,13,4,27,31
RIMM808022,12,27,39,2,4,6,4,20,24
NAEE8GD01L,1,42,43,1,18,19,2,15,17
TVTD06000R,25,68,93,0,2,2,8,20,28
NAMM8B7012,10,28,38,3,3,6,6,12,18
BGMM87701V,8,43,51,0,6,6,4,23,27
BSEE89002X,1,74,75,1,16,17,8,20,28
FREE86104T,2,54,56,1,20,21,6,24,30
ANEE84803A,2,72,74,1,13,14,10,26,36
NAEE8AL03G,0,44,44,0,12,12,11,14,25
GOEE80902Q,4,22,26,1,4,5,2,14,16
CNTD01101Q,29,41,70,0,8,8,7,17,24
ANMM83901C,6,29,35,3,7,10,3,24,27
SVEE80604V,1,55,56,0,13,13,6,28,34
TOEE122018,5,80,85,1,15,16,6,19,25
SIEE82501G,3,82,85,2,22,24,10,20,30
TORI01951N,63,73,136,8,20,28,0,0,0
VRMM845023,9,31,40,1,6,7,4,38,42
VEMM86001C,6,29,35,1,5,6,4,30,34
RMEE88601T,1,42,43,1,13,14,5,15,20
RMEE8DH013,1,55,56,0,13,13,5,15,20
BNTD01401A,15,61,76,0,9,9,12,18,30
AQMM828017,11,28,39,4,6,10,6,24,30
ROTE007028,41,89,130,1,12,13,12,28,40
CREE80803D,1,53,54,0,14,14,5,27,32
NAEE8EN017,3,40,43,1,16,17,12,14,26
LETD007504,38,54,92,1,12,13,0,0,0
NARH00750C,20,34,54,0,7,7,0,0,0
ATEE80104L,1,45,46,0,12,12,10,26,36
LIEE817019,2,43,45,1,8,9,4,20,24
RIEE82203A,0,71,71,0,27,27,4,28,32
PDEE84301N,3,53,56,0,8,8,2,26,28
GOTF00851V,47,67,114,4,9,13,0,0,0
NAEE8F9015,3,43,46,1,14,15,11,13,24
CSPS07101V,31,87,118,1,11,12,20,10,30
LTEE80204N,2,80,82,0,34,34,6,21,27
TOPC06000D,30,112,142,6,14,20,9,27,36
CERI042011,29,86,115,4,32,36,12,25,37
SREE816015,1,28,29,1,4,5,7,13,20
BGEE89401N,0,19,19,0,2,2,0,0,0
PIEE70001R,0,19,19,0,2,2,0,0,0
CBMM830025,7,11,18,2,1,3,6,20,26
UDEE83203Q,2,48,50,0,9,9,2,22,24
RMEE8EV016,3,50,53,1,15,16,3,13,16
AGEE84704A,7,50,57,1,14,15,20,7,27
CZEE872056,2,46,48,0,8,8,11,18,29
MOEE818021,4,65,69,2,12,14,7,24,31
PNEE822024,2,78,80,1,13,14,2,29,31
SAPS04000B,15,59,74,0,0,0,16,11,27
RAEE812021,5,49,54,1,11,12,6,25,31
VETD02251C,68,81,149,15,24,39,0,0,0
LEPS07000A,28,88,116,1,3,4,12,21,33
SAEE8AU05G,2,39,41,1,7,8,11,10,21
RGEE02100Q,3,44,47,0,12,12,8,10,18
NAEE898015,1,33,34,0,13,13,12,5,17
ROEE81504D,2,52,54,0,10,10,5,21,26
RCEE855046,1,76,77,0,23,23,19,11,30
PAEE093032,3,54,57,2,9,11,12,8,20
CZMM82902Q,14,20,34,0,3,3,16,11,27
TVEE856041,1,41,42,0,8,8,4,17,21
VEEE839036,2,52,54,1,11,12,6,23,29
MOEE817047,12,95,107,5,29,34,8,27,35
BRRI014511,65,94,159,12,28,40,0,0,0
AQTD01601A,60,126,186,7,29,36,11,32,43
BGTD00901N,41,102,143,1,10,11,13,21,34
COMM802029,10,27,37,1,7,8,4,15,19
CBEE809061,3,41,44,0,8,8,0,0,0
LIEE06002N,3,41,44,0,8,8,0,0,0
MITF09701A,89,102,191,12,14,26,23,29,52
LCEE824065,5,79,84,0,22,22,7,27,34
RMEE8CA01N,1,81,82,0,28,28,3,27,30
FIEE81106E,1,72,73,0,16,16,5,26,31
CEMM8BE05L,14,28,42,5,3,8,15,18,33
CNEE843097,2,78,80,0,20,20,7,28,35
VRTD003019,28,74,102,3,18,21,6,19,25
SAEE85001E,0,22,22,0,6,6,4,8,12
MSEE82102B,3,43,46,2,11,13,4,25,29
CAMM031009,24,84,108,10,30,40,2,17,19
AQEE84803G,1,57,58,0,18,18,5,30,35
AGEE82605A,4,48,52,0,6,6,16,16,32
VCMM80104E,7,15,22,2,2,4,1,23,24
VREE875031,0,63,63,0,12,12,8,19,27
RMPS50000T,22,68,90,1,1,2,10,15,25
FRMM852031,12,18,30,3,4,7,6,20,26
LERC017013,67,91,158,10,31,41,16,17,33
PAMM06400T,22,71,93,7,24,31,6,10,16
MEMM814057,6,18,24,0,1,1,12,16,28
CLTD090005,48,63,111,3,14,17,19,13,32
PVEE81202E,3,53,56,1,12,13,2,25,27
SAEE18300P,4,61,65,3,21,24,12,7,19
MEEE84601G,1,22,23,0,4,4,4,13,17
PDTL010004,28,37,65,0,3,3,5,12,17
PAMM838019,24,40,64,8,13,21,6,10,16
APEE804037,9,59,68,1,20,21,9,34,43
TATF03801G,106,125,231,12,41,53,21,29,50
FETD00801E,41,59,100,9,14,23,10,25,35
FRMM82603C,10,34,44,2,10,12,7,23,30
LEMM817033,6,19,25,1,4,5,14,10,24
PTEE829018,2,85,87,1,29,30,3,27,30
MOEE045229,5,104,109,3,20,23,5,32,37
VARC030007,45,114,159,8,26,34,7,19,26
NAPS200008,20,80,100,0,8,8,10,13,23
ISMM83501A,2,7,9,0,1,1,0,0,0
FOTF00101E,42,88,130,6,23,29,10,26,36
RMRI02301C,42,127,169,9,42,51,16,21,37
MIEE8EP019,3,40,43,3,10,13,8,19,27
FGMM82301T,14,21,35,5,1,6,8,14,22
VCRC013504,41,95,136,8,27,35,0,0,0
RMPS39000G,27,59,86,2,6,8,6,18,24
MITD026023,27,59,86,2,6,8,6,18,24
CAEE883024,3,46,49,2,15,17,2,17,19
MIEE837014,6,53,59,0,16,16,5,19,24
MTEE808035,2,26,28,0,2,2,8,11,19
MIMM8AV013,7,41,48,1,9,10,8,27,35
TEEE819034,1,59,60,0,28,28,10,16,26
ARRC01951E,47,100,147,10,23,33,0,0,0
SSMM822042,7,16,23,1,4,5,1,19,20
FGTD003012,22,57,79,3,13,16,11,9,20
CTEE858024,0,33,33,0,12,12,8,17,25
LEMM89901D,7,33,40,2,7,9,5,14,19
BSEE854094,3,71,74,0,12,12,6,33,39
FIEE871033,3,85,88,0,21,21,8,30,38
PSMM84101P,7,27,34,2,9,11,4,24,28
PGMM821011,7,19,26,0,5,5,4,14,18
VRMM832021,9,35,44,2,8,10,4,27,31
COEE838058,9,35,44,2,8,10,4,27,31
NOEE83203G,4,40,44,3,12,15,14,19,33
PSEE80401R,2,29,31,0,6,6,6,15,21
MEEE06002X,1,62,63,0,18,18,5,12,17
MSEE80903T,4,76,80,0,22,22,6,27,33
CTEE8AK03Q,2,45,47,0,9,9,11,15,26
NAEE82201X,2,60,62,1,26,27,8,15,23
MIEE8FK01R,5,53,58,2,10,12,3,22,25
BIMM809022,3,26,29,1,5,6,9,13,22
MIEE8BC027,4,72,76,1,17,18,4,25,29
MIPS03000R,25,58,83,0,2,2,7,18,25
TOTD01901V,63,73,136,8,20,28,13,23,36
RMMM8D7016,3,18,21,1,0,1,8,15,23
BGMM88501T,8,13,21,2,3,5,3,19,22
VAEE87102E,5,75,80,1,24,25,3,27,30
PGMM842023,6,50,56,2,16,18,7,20,27
REEE828021,5,62,67,2,20,22,5,19,24
LTTD02751L,41,87,128,6,17,23,0,0,0
CZMM86701D,11,40,51,2,9,11,10,20,30
TOEE8CF029,7,91,98,4,34,38,6,29,35
BNTF004023,7,91,98,4,34,38,6,29,35
PREE80701R,2,46,48,0,12,12,2,26,28
CEEE8A9038,1,95,96,0,29,29,12,18,30
LETD04401P,25,49,74,3,6,9,10,14,24
TOEE71501A,25,49,74,3,6,9,10,14,24
CEEE899024,2,25,27,0,8,8,11,9,20
MBEE8E001B,6,57,63,1,15,16,4,20,24
BGEE896019,2,49,51,1,12,13,10,13,23
ROEE82205N,1,63,64,0,20,20,4,22,26
LEMM8AL02P,8,24,32,1,4,5,10,13,23
TVEE86502N,2,87,89,0,22,22,7,29,36
BGEE82802Q,3,31,34,0,5,5,2,12,14
PSEE83302T,3,70,73,1,30,31,7,33,40
RCEE85702Q,2,21,23,0,8,8,5,12,17
BGMM81601B,6,27,33,1,8,9,7,12,19
BAEE17701R,4,69,73,3,25,28,3,19,22
REMM839019,3,31,34,1,7,8,5,24,29
MOMM824027,11,27,38,3,7,10,7,23,30
VVEE83506V,2,60,62,0,9,9,19,15,34
PDPC02301T,46,87,133,4,5,9,8,24,32
SAPC110009,1,2,3,0,0,0,0,0,0
BSMM82601E,8,21,29,3,3,6,8,19,27
PORC01051X,8,21,29,3,3,6,8,19,27
CEMM848015,11,31,42,1,7,8,10,13,23
TPEE00300V,1,61,62,0,23,23,11,10,21
TAPM020008,14,92,106,7,26,33,8,17,25
PNEE82903X,6,119,125,2,37,39,6,24,30
BOEE88503V,5,44,49,2,11,13,6,15,21
PSMM831014,6,21,27,1,4,5,7,30,37
NAEE8DD03V,6,21,27,1,4,5,7,30,37
RMEE8B901N,1,84,85,0,32,32,7,26,33
VVRH00302D,46,72,118,4,16,20,17,15,32
FIPC030003,18,39,57,0,0,0,5,17,22
UDEE827016,5,45,50,3,9,12,5,19,24
NUTD01651E,42,74,116,2,7,9,0,0,0
NAMM41400B,12,55,67,3,7,10,9,3,12
TEMM83101G,6,21,27,1,5,6,6,27,33
MBEE8AC01C,5,31,36,3,8,11,5,13,18
BSEE85504P,5,56,61,1,9,10,1,28,29
BAMM859018,12,35,47,2,12,14,5,18,23
MBEE86302E,5,81,86,1,17,18,9,18,27
NAEE8ES03T,4,63,67,1,31,32,10,19,29
TOEE882012,3,58,61,1,24,25,9,20,29
CTEE06900D,2,67,69,1,25,26,4,19,23
PDEE83105G,1,46,47,0,8,8,5,18,23
AGMM826015,16,28,44,2,5,7,16,16,32
SARH02201L,43,69,112,2,15,17,16,20,36
RGRC01302V,43,69,112,2,15,17,16,20,36
GEEE825025,5,51,56,3,13,16,4,23,27
VCEE810028,6,83,89,3,19,22,7,26,33
SAEE18301Q,4,61,65,3,21,24,12,7,19
CZEE83901A,7,62,69,1,15,16,11,18,29
FEEE803024,7,48,55,3,16,19,3,20,23
CAEE8AA037,2,83,85,0,21,21,4,23,27
SOEE80301X,2,45,47,0,6,6,9,9,18
GEEE84402E,1,96,97,0,26,26,7,32,39
GRMM82502Q,9,29,38,1,5,6,7,21,28
BOPS030004,48,93,141,2,4,6,14,28,42
TAEE802027,3,69,72,2,35,37,7,16,23
LEMM817022,6,19,25,1,4,5,14,10,24
AQEE824044,3,29,32,1,9,10,8,14,22
LUEE81805Q,3,56,59,1,23,24,4,19,23
SPEE80501D,2,47,49,0,7,7,6,21,27
CTEE8AL03G,2,61,63,1,17,18,7,20,27
RMMM8G1013,6,37,43,2,10,12,5,19,24
NAEE8ED02C,4,43,47,0,16,16,14,8,22
VAEE857017,4,73,77,3,23,26,9,18,27
FRMM85801T,9,45,54,5,11,16,3,24,27
PGRI02801E,67,98,165,16,35,51,18,30,48
ENEE091002,4,48,52,0,5,5,9,9,18
PGEE86701B,2,55,57,2,24,26,4,25,29
MNMM83601Q,13,44,57,6,12,18,8,25,33
CAMM824038,8,28,36,1,10,11,10,22,32
MEEE851035,3,87,90,2,35,37,7,21,28
RCMM82907Q,16,25,41,4,3,7,15,14,29
PAMM847014,5,22,27,0,7,7,7,12,19
VVEE818076,5,45,50,0,11,11,11,15,26
FEEE811045,3,78,81,2,17,19,8,25,33
FOEE80802Q,3,44,47,0,8,8,5,22,27
TOEE82202B,3,37,40,1,9,10,4,23,27
TEPS04000V,20,37,57,1,5,6,0,0,0
AGMM083009,20,37,57,1,5,6,0,0,0
BOEE80604V,5,71,76,2,16,18,6,25,31
FGEE85901N,3,61,64,1,30,31,5,16,21
NOEE82401E,1,80,81,1,27,28,7,25,32
FIEE84801X,6,46,52,3,6,9,7,17,24
REEE82402N,5,82,87,3,25,28,4,26,30
COEE83001D,1,57,58,0,14,14,3,20,23
PEMM83701X,9,57,66,0,17,17,7,22,29
BREE80602X,1,42,43,0,15,15,8,15,23
LETF03801N,62,58,120,3,9,12,12,15,27
RMMM819012,12,33,45,2,7,9,8,14,22
VEEE83002P,6,55,61,3,8,11,5,18,23
CSTF01402T,45,75,120,8,14,22,24,16,40
PEPS01000C,22,90,112,0,1,1,10,18,28
BSTL036011,22,90,112,0,1,1,10,18,28
CHEE825049,1,46,47,0,6,6,3,27,30
PZEE84806G,1,52,53,1,6,7,9,17,26
VIEE822023,3,65,68,1,19,20,7,19,26
NOEE819046,4,77,81,2,12,14,20,28,48
REMM812019,9,35,44,5,5,10,7,18,25
MIEE8BM023,3,59,62,1,16,17,3,28,31
CNEE848023,2,60,62,0,12,12,0,33,33
SVMM80101G,6,11,17,1,1,2,5,17,22
MSEE80905X,4,76,80,0,22,22,6,27,33
BIEE809023,6,41,47,3,8,11,9,13,22
PIEE82705T,4,63,67,0,20,20,4,30,34
MEMM835069,13,23,36,2,5,7,10,17,27
PGEE84902V,1,71,72,0,25,25,3,29,32
ALMM831017,4,10,14,1,2,3,4,23,27
NUMM827016,4,10,14,1,2,3,4,23,27
PZEE872017,4,28,32,0,4,4,7,8,15
CEEE808061,2,78,80,0,15,15,14,23,37
FREE84001N,2,33,35,0,8,8,6,20,26
BRMM82401B,8,23,31,2,9,11,14,6,20
SAEE8AB05X,3,63,66,1,14,15,11,24,35
BNEE848026,0,41,41,0,6,6,3,20,23
ANRC01301A,74,128,202,17,43,60,17,29,46
PGEE848012,2,17,19,1,2,3,8,19,27
PZEE864029,2,48,50,2,13,15,6,21,27
VRTD13050V,18,68,86,0,1,1,9,18,27
TOSL01001D,18,68,86,0,1,1,9,18,27
FOMM09500N,18,68,86,0,1,1,9,18,27
TVEE813054,1,66,67,0,10,10,5,27,32
NAEE12700X,2,57,59,0,20,20,10,9,19
LTPC080004,15,56,71,1,12,13,5,12,17
CNMM86601E,13,55,68,4,11,15,5,36,41
LTRC00701P,49,57,106,4,17,21,18,18,36
VBMM812017,16,40,56,4,10,14,8,38,46
BSEE88303T,7,92,99,2,25,27,14,22,36
SREE82803D,3,59,62,2,22,24,8,20,28
RCRA01402X,3,59,62,2,22,24,8,20,28
BGRI017023,80,94,174,7,14,21,18,30,48
PAMM82803R,6,41,47,1,10,11,18,9,27
SSMM812018,9,33,42,3,9,12,7,16,23
TOMM8BX01C,18,26,44,6,8,14,4,28,32
TVRH060504,49,104,153,14,36,50,18,25,43
NAMM8FC015,10,53,63,3,15,18,9,17,26
PDEE862057,2,62,64,1,14,15,3,24,27
RMEE8D902X,3,79,82,0,19,19,9,19,28
PSMM81101V,3,79,82,0,19,19,9,19,28
RMMM8DA017,7,25,32,4,8,12,5,20,25
NOPS04000X,32,103,135,8,21,29,9,22,31
VATD01301T,34,67,101,2,3,5,12,19,31
BORI009011,32,31,63,3,8,11,8,10,18
RCEE00601V,2,34,36,0,5,5,0,0,0
SRRA004011,38,50,88,8,8,16,16,17,33
REEE84603G,8,77,85,3,27,30,4,27,31
CNEE82203X,0,64,64,0,12,12,6,28,34
PZMM88901G,17,35,52,3,9,12,8,19,27
PTMM824014,2,15,17,2,3,5,6,24,30
CNEE80406D,0,42,42,0,6,6,7,21,28
ATMM809035,14,30,44,3,3,6,9,17,26
MIEE8FB02T,5,73,78,4,11,15,2,29,31
PRMM834014,8,40,48,5,10,15,15,22,37
CEMM86604T,9,17,26,1,0,1,8,11,19
PIEE840025,3,74,77,0,24,24,3,29,32
PEEE81103V,1,49,50,0,18,18,10,20,30
NATF09701X,35,82,117,5,25,30,18,11,29
PVMM80202V,11,38,49,5,12,17,2,31,33
NAEE8GE01C,1,48,49,0,16,16,10,15,25
CTEE06906Q,2,67,69,1,25,26,4,19,23
RGEE83502P,1,34,35,0,6,6,3,16,19
RMMM8BH02T,9,21,30,6,4,10,5,18,23
VIEE864036,7,57,64,2,15,17,4,20,24
BSEE86201P,4,51,55,1,7,8,4,26,30
PDEE839012,4,66,70,2,10,12,3,23,26
PAEE8AR066,3,56,59,1,10,11,12,14,26
TVEE83501R,6,58,64,2,12,14,1,24,25
GEMM85802B,7,39,46,2,11,13,14,28,42
PDMM88401V,11,41,52,2,12,14,7,19,26
CHEE705014,11,41,52,2,12,14,7,19,26
ANEE84804B,2,72,74,1,13,14,10,26,36
UDEE83101T,2,58,60,1,12,13,2,27,29
PRRI010009,52,50,102,3,10,13,15,21,36
LUMM82501N,3,7,10,2,2,4,2,17,19
VIEE86604V,6,84,90,3,25,28,10,19,29
UDEE84101C,2,64,66,1,15,16,5,24,29
CTMM8AT01C,5,19,24,2,6,8,5,14,19
PAEE8AR011,3,56,59,1,10,11,12,14,26
VAEE84704Q,5,61,66,0,17,17,12,14,26
CTEE80602B,0,22,22,0,6,6,8,9,17
SATD034011,28,59,87,6,5,11,14,17,31
PAEE03703N,8,62,70,4,18,22,6,13,19
RGPS01601R,34,73,107,2,6,8,12,26,38
AVMM807067,13,30,43,0,5,5,6,24,30
CERI02901E,39,51,90,3,9,12,12,17,29
RCMM81902X,10,23,33,1,7,8,12,11,23
TVEE84401G,1,42,43,0,6,6,2,17,19
PDMM89301N,11,39,50,3,3,6,10,34,44
MNMM82801R,12,43,55,3,14,17,6,28,34
ROEE811057,3,54,57,1,16,17,2,24,26
FIRC01601D,36,115,151,2,23,25,12,26,38
BNEE81207L,3,25,28,1,4,5,10,12,22
LCEE81903E,3,69,72,1,16,17,3,28,31
VCEE80501Q,4,46,50,2,7,9,7,21,28
MIEE8ED01T,7,77,84,3,23,26,6,22,28
LETH00701D,38,54,92,1,12,13,20,13,33
SAEE866069,4,25,29,0,3,3,10,11,21
SSMM848046,17,46,63,4,16,20,5,33,38
SITF05000T,24,38,62,1,7,8,3,2,5
IMMM814014,9,22,31,6,10,16,5,23,28
FOEE80804T,3,44,47,0,8,8,5,22,27
MTRH014501,57,91,148,15,30,45,0,0,0
PZMM893017,57,91,148,15,30,45,0,0,0
MIMM8FY01P,21,51,72,4,9,13,11,16,27
NAEE8E401B,0,47,47,0,18,18,9,12,21
AVRA016508,64,76,140,11,28,39,0,0,0
COEE80101D,5,39,44,0,6,6,11,15,26
RMPS09101T,25,99,124,3,19,22,15,17,32
PGTA011019,60,92,152,14,27,41,26,58,84
REEE82401L,5,82,87,3,25,28,4,26,30
CAEE033013,4,74,78,1,25,26,2,20,22
FEMM81801Q,12,33,45,4,8,12,3,33,36
MSMM815012,22,41,63,6,14,20,3,22,25
MIEE81406L,22,41,63,6,14,20,3,22,25
